0,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
1,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
2,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
3,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
4,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
5,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
6,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
7,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
8,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
9,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
10,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
11,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
12,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
13,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
14,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
15,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
16,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
17,100.0,100.0,10.0,1.0,0.1,0.1,0.0,5.0,0.10000000149011612,0.5649999976158142,1
